CustomerID,Age,Gender,Location,Tenure,Number_of_Orders,Average_Order_Value,Total_Spending,Last_Purchase_Days_Ago,Payment_Method,Discount_Used,Satisfaction_Score,App_Usage_Time,Customer_Support_Calls,Returned_Orders,Churn
CUST015726,27,Female,Mumbai,23,46,1630.76,83337.95,53,Net Banking,1,7,5.4,2,0,No
CUST015727,54,Male,Bangalore,15,24,804.41,15743.55,7,Debit Card,0,5,9.4,1,2,No
CUST015728,18,Male,Mumbai,47,57,2442.39,126649.95,21,UPI,0,6,11.5,1,3,Yes
CUST015729,28,Female,Delhi,1,1,2738.11,2681.41,21,UPI,1,9,25.8,3,0,Yes
CUST015730,31,Male,Mumbai,28,16,2769.44,42542.57,115,Net Banking,1,8,1.2,0,0,No
CUST015731,18,Male,Bangalore,5,3,967.27,2726.85,58,Credit Card,1,4,24.7,2,0,Yes
CUST015732,21,Female,Mumbai,34,49,1488.61,63038.22,68,UPI,1,7,3.9,3,12,Yes
CUST015733,45,Male,Chennai,55,158,1496.93,226951.67,5,Credit Card,0,8,34.1,3,31,No
CUST015734,38,Male,Ahmedabad,14,8,2264.83,19325.71,16,Debit Card,1,6,28.6,3,0,No
CUST015735,56,Male,Mumbai,10,8,2519.68,23143.69,26,Wallet,1,8,10.1,3,1,No
CUST015736,56,Male,Hyderabad,18,46,1246.64,51617.42,28,UPI,1,8,0.7,2,5,No
CUST015737,43,Female,Delhi,42,116,2954.64,285360.99,58,Credit Card,1,2,1.8,2,25,No
CUST015738,41,Male,Mumbai,13,12,2567.67,25340.3,14,Net Banking,1,10,20.8,3,0,No
CUST015739,38,Male,Pune,26,21,1646.73,39264.45,70,UPI,0,3,161.7,1,2,Yes
CUST015740,18,Male,Bangalore,84,49,4323.14,240478.89,22,UPI,0,6,30.9,1,6,No
CUST015741,21,Female,Mumbai,9,9,2598.51,23419.67,19,UPI,1,7,88.9,2,0,Yes
CUST015742,39,Female,Chennai,1,2,703.42,1501.96,4,Credit Card,1,2,16.2,1,0,Yes
CUST015743,45,Male,Ahmedabad,21,36,2912.73,117218.36,49,Credit Card,1,9,88.5,1,5,No
CUST015744,41,Male,Pune,1,1,696.91,621.03,63,UPI,1,10,2.8,1,0,Yes
CUST015745,27,Male,Chennai,46,26,1973.49,58480.85,84,Credit Card,1,1,4.1,2,4,No
CUST015746,49,Male,Ahmedabad,10,26,4451.89,95727.93,69,Debit Card,1,4,10.6,3,1,No
CUST015747,55,Female,Pune,36,89,1418.42,136754.45,66,Credit Card,1,3,17.2,0,5,No
CUST015748,49,Female,Bangalore,24,16,5056.46,76162.62,135,Credit Card,0,4,4.8,2,0,Yes
CUST015749,49,Female,Bangalore,20,48,1567.55,80694.51,8,Credit Card,1,4,32.9,0,17,No
CUST015750,31,Male,Kolkata,67,157,3612.01,653851.24,85,Credit Card,0,8,37.8,0,30,No
CUST015751,50,Male,Mumbai,3,8,4604.17,30455.06,12,Net Banking,0,9,53.9,1,0,Yes
CUST015752,39,Female,Delhi,27,19,1737.92,32635.12,6,Debit Card,1,9,51.7,0,6,Yes
CUST015753,44,Female,Bangalore,25,28,2144.45,55824.65,109,Credit Card,1,3,52.6,1,1,No
CUST015754,42,Male,Delhi,33,66,5645.16,379393.91,71,UPI,1,1,52.9,2,1,Yes
CUST015755,36,Male,Mumbai,5,5,1544.31,7467.13,58,UPI,0,8,7.0,1,0,No
CUST015756,27,Male,Bangalore,7,4,791.55,3496.66,273,Debit Card,0,6,3.2,1,0,Yes
CUST015757,37,Female,Chennai,1,2,1763.9,3594.35,8,Debit Card,1,6,13.0,0,0,No
CUST015758,49,Male,Bangalore,28,59,1246.95,79769.75,15,Credit Card,1,6,23.2,2,9,No
CUST015759,32,Female,Bangalore,68,183,4470.49,791516.78,8,Debit Card,0,9,12.8,2,5,Yes
CUST015760,48,Male,Hyderabad,14,13,1927.19,22331.19,23,UPI,1,1,16.1,2,3,No
CUST015761,46,Male,Hyderabad,14,17,1755.5,25633.25,26,Credit Card,1,5,8.0,1,1,Yes
CUST015762,34,Male,Mumbai,1,1,2617.84,2567.13,45,Credit Card,0,6,17.8,2,0,No
CUST015763,54,Female,Mumbai,27,76,2125.48,157309.33,33,Credit Card,0,10,13.7,0,7,No
CUST015764,33,Female,Mumbai,9,16,1789.49,24714.96,28,Debit Card,0,4,5.6,3,0,No
CUST015765,56,Male,Hyderabad,5,10,2296.13,18386.18,50,Net Banking,1,9,32.5,4,1,No
CUST015766,43,Male,Mumbai,18,50,1732.01,90639.76,37,Debit Card,1,2,25.7,3,13,No
CUST015767,37,Female,Ahmedabad,27,42,1316.34,64229.15,22,Credit Card,0,1,65.8,2,3,No
CUST015768,27,Male,Hyderabad,44,97,927.68,105841.07,5,UPI,0,4,55.6,1,3,Yes
CUST015769,36,Male,Chennai,9,5,1973.06,10066.64,27,UPI,1,6,25.3,1,1,No
CUST015770,35,Female,Mumbai,7,5,748.05,3728.66,88,UPI,1,10,45.4,4,0,No
CUST015771,22,Female,Mumbai,28,40,1369.51,61189.16,1,Debit Card,0,2,62.5,1,1,Yes
CUST015772,35,Female,Bangalore,43,108,852.14,90355.3,122,Wallet,0,8,20.4,3,46,Yes
CUST015773,28,Male,Bangalore,1,2,2876.93,5273.32,50,Net Banking,1,3,18.7,1,0,No
CUST015774,45,Female,Delhi,23,14,1446.61,19740.69,15,Debit Card,1,6,6.3,1,2,No
CUST015775,53,Male,Mumbai,81,64,733.29,54665.06,16,Debit Card,1,4,8.5,0,2,No
CUST015776,23,Male,Delhi,36,50,994.79,47861.73,1,Debit Card,1,4,19.3,3,16,No
CUST015777,58,Female,Hyderabad,1,1,3589.51,3977.25,7,UPI,1,10,20.3,0,0,No
CUST015778,36,Female,Bangalore,1,1,1913.71,1622.43,94,Debit Card,0,6,54.0,2,0,Yes
CUST015779,26,Male,Delhi,15,9,1625.25,13102.83,32,UPI,1,4,2.2,2,1,Yes
CUST015780,47,Male,Kolkata,19,34,3403.2,110654.0,14,Debit Card,1,6,14.7,3,2,No
CUST015781,32,Male,Delhi,1,2,1098.05,2419.36,19,Net Banking,1,2,14.8,1,0,No
CUST015782,37,Female,Kolkata,38,33,3521.99,129185.42,58,Credit Card,0,4,3.3,1,3,No
CUST015783,33,Female,Mumbai,25,32,1800.09,59757.93,60,Debit Card,1,5,17.5,0,3,No
CUST015784,28,Female,Pune,11,7,1441.86,11309.34,2,Debit Card,1,10,5.0,4,1,No
CUST015785,46,Female,Chennai,67,145,3734.96,620827.45,24,Debit Card,0,6,7.9,0,19,No
CUST015786,34,Female,Bangalore,47,57,1349.26,89929.76,3,Wallet,1,8,59.7,1,0,No
CUST015787,20,Male,Chennai,8,21,2846.59,53120.57,56,UPI,1,9,29.9,1,5,No
CUST015788,44,Female,Hyderabad,25,21,963.17,16275.44,48,Credit Card,0,10,1.1,3,2,No
CUST015789,23,Female,Pune,32,40,1081.36,42896.52,21,Debit Card,0,6,6.8,1,11,Yes
CUST015790,24,Female,Mumbai,71,82,615.37,59927.48,21,Debit Card,1,5,10.1,0,6,Yes
CUST015791,52,Female,Delhi,39,29,1058.33,33057.51,38,UPI,0,2,8.4,2,6,No
CUST015792,23,Male,Bangalore,26,64,2740.73,200968.85,3,Debit Card,0,7,59.2,0,14,No
CUST015793,18,Male,Ahmedabad,60,136,839.99,114568.34,4,UPI,1,10,4.7,1,11,Yes
CUST015794,45,Female,Mumbai,17,29,1505.86,48686.61,41,Net Banking,1,7,16.9,0,8,No
CUST015795,34,Male,Bangalore,12,20,3439.83,66302.66,10,Credit Card,0,3,56.6,0,2,No
CUST015796,35,Male,Pune,6,9,1709.66,18121.51,33,UPI,1,3,11.2,2,2,No
CUST015797,34,Female,Ahmedabad,5,14,755.66,11871.26,66,Debit Card,1,6,18.4,0,0,No
CUST015798,40,Female,Pune,30,72,4413.01,277121.68,19,Credit Card,1,7,4.1,1,5,No
CUST015799,28,Female,Ahmedabad,20,57,2806.47,128112.7,28,UPI,1,5,24.7,1,8,No
CUST015800,55,Female,Chennai,44,32,1257.8,39848.71,107,Wallet,0,6,35.0,0,1,No
CUST015801,20,Male,Hyderabad,30,24,2557.08,55621.72,85,Net Banking,1,8,32.0,1,6,No
CUST015802,43,Male,Kolkata,11,19,7228.18,123058.77,24,Credit Card,1,6,34.5,0,2,No
CUST015803,45,Female,Bangalore,30,54,207.59,11675.01,116,Credit Card,0,6,54.9,2,5,Yes
CUST015804,28,Female,Mumbai,25,17,1045.23,19449.48,76,Net Banking,0,2,38.6,2,1,No
CUST015805,25,Male,Mumbai,43,45,1729.08,78879.63,47,UPI,1,3,1.7,1,1,Yes
CUST015806,50,Female,Kolkata,30,65,740.77,39968.5,122,UPI,1,10,11.4,1,2,No
CUST015807,26,Male,Mumbai,1,2,2282.16,4446.72,62,Debit Card,0,9,42.8,1,0,Yes
CUST015808,30,Male,Delhi,21,40,3926.6,163100.19,23,UPI,0,1,5.3,3,0,Yes
CUST015809,48,Female,Kolkata,45,85,2176.66,179221.34,24,Debit Card,0,7,17.7,1,29,No
CUST015810,38,Female,Bangalore,25,64,632.95,46872.29,67,UPI,0,3,90.7,1,11,No
CUST015811,18,Male,Delhi,24,55,2583.59,122149.63,19,Net Banking,1,9,19.6,2,6,Yes
CUST015812,58,Female,Mumbai,18,29,1999.03,64887.6,13,UPI,0,2,15.0,3,1,No
CUST015813,31,Female,Mumbai,5,12,947.21,11705.31,26,Debit Card,1,10,2.9,1,1,No
CUST015814,33,Female,Hyderabad,22,51,2797.31,149218.01,1,Debit Card,1,10,17.8,4,1,No
CUST015815,41,Male,Delhi,49,43,1675.33,70696.56,13,Credit Card,1,6,78.9,0,8,No
CUST015816,45,Male,Mumbai,28,67,852.81,56101.1,29,Credit Card,0,9,63.0,2,3,No
CUST015817,61,Female,Mumbai,10,19,1036.74,22960.74,21,Debit Card,1,8,18.3,4,6,No
CUST015818,18,Female,Kolkata,43,123,2609.09,291652.15,46,Credit Card,1,2,25.4,4,8,No
CUST015819,47,Female,Mumbai,34,27,2849.52,76470.5,82,Wallet,0,6,22.1,4,2,No
CUST015820,46,Male,Bangalore,5,8,2303.0,18855.73,117,Credit Card,1,6,8.3,2,0,No
CUST015821,36,Female,Delhi,70,172,1640.29,313225.46,52,Wallet,1,4,109.2,0,59,No
CUST015822,47,Male,Delhi,47,104,991.36,91279.24,52,UPI,1,5,114.8,2,23,No
CUST015823,49,Male,Mumbai,2,5,650.95,3731.55,1,UPI,0,5,102.8,1,0,Yes
CUST015824,21,Male,Hyderabad,2,2,864.93,1746.65,74,Credit Card,0,8,67.1,2,0,No
CUST015825,58,Female,Kolkata,72,153,1670.2,302783.63,1,UPI,0,7,24.3,3,25,Yes
CUST015826,19,Male,Chennai,4,11,1342.16,17222.93,38,Debit Card,1,3,20.6,0,1,Yes
CUST015827,24,Male,Bangalore,84,156,5099.04,943543.05,11,Net Banking,0,8,29.6,2,28,No
CUST015828,34,Male,Delhi,11,16,575.17,11022.07,21,Credit Card,0,2,49.8,0,2,No
CUST015829,61,Male,Bangalore,1,1,1362.11,1404.27,41,Debit Card,0,1,16.8,2,0,Yes
CUST015830,34,Female,Bangalore,6,15,992.79,15716.31,85,UPI,1,7,4.0,0,6,No
CUST015831,37,Female,Chennai,26,67,6916.1,526529.42,54,Wallet,0,4,0.2,0,11,No
CUST015832,55,Male,Bangalore,52,132,775.95,121403.34,1,Wallet,1,5,54.4,2,7,No
CUST015833,34,Female,Chennai,18,11,2832.46,29059.07,24,Credit Card,0,7,14.7,2,1,No
CUST015834,23,Female,Mumbai,62,79,894.59,82917.98,17,Debit Card,0,7,169.2,1,7,Yes
CUST015835,32,Male,Delhi,65,142,1345.18,206754.78,95,Debit Card,1,7,25.3,1,0,No
CUST015836,54,Female,Hyderabad,11,18,1719.74,31047.88,25,Debit Card,1,4,26.7,0,1,Yes
CUST015837,38,Male,Pune,8,19,663.81,11623.14,6,UPI,0,9,8.4,1,0,Yes
CUST015838,61,Female,Hyderabad,1,2,3262.84,5946.96,9,Debit Card,1,3,37.6,2,0,No
CUST015839,46,Male,Delhi,16,27,3491.55,87940.13,63,UPI,0,8,79.6,1,2,No
CUST015840,30,Male,Bangalore,22,34,2168.41,67014.46,164,Credit Card,0,7,3.8,3,1,No
CUST015841,38,Female,Delhi,1,1,2434.7,2067.76,32,Net Banking,0,8,31.0,1,0,Yes
CUST015842,27,Female,Ahmedabad,19,37,3151.02,101338.85,45,Credit Card,1,7,3.1,2,2,No
CUST015843,29,Male,Kolkata,50,66,1479.81,79045.39,138,Debit Card,0,9,25.6,2,7,No
CUST015844,75,Male,Ahmedabad,67,200,1231.68,225766.42,109,Net Banking,1,7,122.5,2,8,No
CUST015845,50,Female,Chennai,34,99,1899.45,207711.71,107,Debit Card,1,10,48.2,0,11,Yes
CUST015846,48,Male,Bangalore,17,11,1666.33,15528.11,11,UPI,0,6,41.8,2,2,No
CUST015847,30,Female,Kolkata,5,8,780.04,6749.44,30,UPI,1,6,88.4,3,2,Yes
CUST015848,56,Male,Bangalore,16,26,3227.24,77238.6,97,Net Banking,0,6,15.3,2,1,No
CUST015849,51,Female,Delhi,7,6,1715.49,10827.04,28,UPI,1,8,14.0,1,0,No
CUST015850,60,Female,Bangalore,14,11,3241.28,38821.55,13,Debit Card,0,2,148.4,1,1,No
CUST015851,59,Male,Mumbai,1,1,2558.37,2482.6,32,Wallet,0,3,121.3,2,0,No
CUST015852,20,Female,Pune,26,45,2258.36,96561.03,89,Credit Card,1,8,9.9,0,10,No
CUST015853,24,Male,Bangalore,2,4,5768.91,25026.34,68,Credit Card,1,7,23.5,0,0,No
CUST015854,25,Female,Hyderabad,59,123,4221.83,605420.98,23,UPI,1,8,50.9,0,30,No
CUST015855,26,Male,Chennai,21,25,335.42,7962.11,11,UPI,1,4,100.8,1,4,No
CUST015856,41,Male,Chennai,43,52,1372.21,80668.43,47,Debit Card,1,4,0.3,4,6,No
CUST015857,31,Female,Ahmedabad,20,51,1523.48,66265.57,29,Credit Card,1,6,30.9,1,2,No
CUST015858,62,Female,Mumbai,84,194,1671.03,259939.24,15,Credit Card,0,1,45.8,2,60,No
CUST015859,60,Male,Chennai,33,67,3730.45,265386.48,13,UPI,1,5,27.9,1,6,No
CUST015860,37,Male,Delhi,8,19,2432.44,49855.59,11,Debit Card,1,9,1.1,1,0,No
CUST015861,61,Male,Mumbai,10,13,1944.62,24043.14,6,Debit Card,1,6,14.7,3,4,No
CUST015862,55,Male,Mumbai,18,17,1986.32,32999.61,119,UPI,1,3,28.6,5,0,Yes
CUST015863,32,Male,Pune,33,92,1472.43,146969.73,80,Credit Card,1,8,14.8,3,0,No
CUST015864,18,Female,Bangalore,2,2,1146.99,2363.67,10,Debit Card,0,9,21.3,0,0,No
CUST015865,35,Female,Hyderabad,16,16,3833.86,49905.15,56,Debit Card,1,8,38.2,2,4,No
CUST015866,30,Female,Ahmedabad,13,12,1212.98,11904.79,4,Debit Card,1,6,12.2,1,5,No
CUST015867,40,Male,Kolkata,50,40,1644.64,70583.29,11,Debit Card,1,5,14.0,3,3,No
CUST015868,39,Female,Delhi,24,49,1028.33,45448.1,111,Credit Card,1,10,80.6,3,7,No
CUST015869,38,Male,Hyderabad,22,36,2469.13,90023.2,14,Credit Card,1,4,20.4,1,8,No
CUST015870,44,Female,Delhi,35,24,4995.39,139051.22,37,Credit Card,1,3,46.2,1,5,No
CUST015871,23,Male,Mumbai,2,1,1739.24,1838.23,18,Wallet,0,1,31.1,2,0,No
CUST015872,42,Female,Kolkata,1,2,2002.15,4362.89,9,Net Banking,1,8,31.1,2,0,No
CUST015873,32,Male,Hyderabad,84,89,1162.42,85121.94,35,Credit Card,0,6,13.7,2,7,Yes
CUST015874,40,Male,Pune,4,11,1039.32,13293.07,19,Credit Card,0,5,55.7,0,0,No
CUST015875,49,Female,Delhi,14,29,1519.17,42672.51,7,Debit Card,0,6,26.8,0,1,No
CUST015876,23,Female,Delhi,17,28,772.22,24322.24,9,Wallet,1,4,53.1,0,5,Yes
CUST015877,34,Male,Delhi,42,92,1042.05,84956.96,28,Debit Card,1,6,22.9,2,15,Yes
CUST015878,36,Male,Delhi,13,29,2449.14,63346.77,17,Wallet,1,8,53.5,1,5,No
CUST015879,31,Male,Mumbai,26,56,2023.52,116670.8,22,UPI,0,3,16.1,1,7,No
CUST015880,48,Female,Hyderabad,1,2,1153.01,2400.98,71,Debit Card,1,7,28.6,2,0,Yes
CUST015881,29,Female,Ahmedabad,1,1,843.23,961.88,37,Credit Card,1,5,8.9,2,0,No
CUST015882,31,Male,Kolkata,14,38,2171.72,80058.51,59,UPI,1,5,2.5,2,1,No
CUST015883,29,Male,Mumbai,71,212,1761.73,434768.32,54,UPI,1,8,11.2,3,33,No
CUST015884,51,Male,Delhi,68,195,1457.14,302530.8,40,Credit Card,0,2,25.7,0,17,No
CUST015885,32,Male,Bangalore,21,44,3726.16,169596.66,18,UPI,1,9,15.8,2,11,No
CUST015886,43,Male,Delhi,6,6,2424.06,15634.61,98,Credit Card,1,8,28.0,1,0,No
CUST015887,61,Male,Hyderabad,31,79,8174.38,686405.85,31,Credit Card,0,6,17.2,2,9,Yes
CUST015888,37,Male,Hyderabad,5,2,1124.2,2061.3,11,Net Banking,1,7,43.8,0,0,No
CUST015889,51,Male,Pune,23,54,1969.65,111219.9,1,Debit Card,0,5,36.1,2,3,No
CUST015890,58,Female,Chennai,9,12,1070.04,12078.08,53,UPI,1,6,62.3,3,0,No
CUST015891,50,Female,Delhi,5,9,1520.78,12157.79,53,Net Banking,0,6,3.4,0,0,No
CUST015892,37,Female,Mumbai,4,11,3034.67,26893.89,14,Credit Card,0,9,68.4,0,1,No
CUST015893,45,Female,Bangalore,5,10,840.86,8210.74,16,UPI,0,9,75.7,1,2,No
CUST015894,22,Female,Kolkata,16,14,790.52,11625.7,11,UPI,1,6,4.8,1,1,No
CUST015895,28,Male,Delhi,1,1,2470.24,2227.69,41,Credit Card,1,9,5.7,2,0,No
CUST015896,30,Male,Delhi,5,7,2612.11,17793.81,14,UPI,1,7,9.9,0,0,No
CUST015897,64,Male,Hyderabad,47,47,3845.59,209787.57,43,Net Banking,1,10,111.6,2,3,Yes
CUST015898,28,Male,Delhi,23,37,1379.98,48729.27,61,Debit Card,1,4,42.7,0,2,Yes
CUST015899,28,Female,Kolkata,51,64,2219.68,134139.88,76,Debit Card,1,7,14.1,0,5,No
CUST015900,25,Male,Kolkata,27,14,1950.9,30952.97,7,Wallet,1,4,19.3,2,1,No
CUST015901,44,Female,Kolkata,33,54,1262.91,72471.4,9,Net Banking,1,5,7.2,0,7,No
CUST015902,39,Female,Pune,20,56,1790.19,118124.63,12,Debit Card,0,4,4.5,1,9,Yes
CUST015903,51,Female,Mumbai,13,27,2044.63,45230.36,72,Credit Card,0,8,15.5,3,3,No
CUST015904,46,Female,Chennai,12,10,848.29,8282.39,8,Debit Card,0,9,21.6,2,1,Yes
CUST015905,21,Male,Bangalore,43,100,1571.73,150108.22,15,Debit Card,0,3,27.1,1,22,Yes
CUST015906,28,Female,Bangalore,25,29,3053.07,102418.67,82,Debit Card,0,7,11.5,3,2,No
CUST015907,54,Female,Hyderabad,13,8,2104.35,19741.82,6,UPI,1,6,4.4,2,0,No
CUST015908,35,Female,Pune,22,62,1408.46,95594.12,1,Debit Card,1,3,2.0,1,0,Yes
CUST015909,52,Male,Chennai,39,102,1246.44,104007.81,52,Wallet,0,4,4.3,1,18,Yes
CUST015910,36,Male,Pune,26,32,3331.28,107025.38,1,Debit Card,1,5,16.1,5,6,No
CUST015911,26,Male,Delhi,8,19,1267.44,24270.22,61,Credit Card,0,5,43.8,0,0,Yes
CUST015912,34,Male,Hyderabad,27,68,3487.0,231707.4,73,Debit Card,1,6,40.2,2,3,No
CUST015913,26,Male,Chennai,18,27,757.3,23962.94,42,Debit Card,0,7,26.6,1,4,No
CUST015914,31,Male,Delhi,42,78,6087.29,470092.84,156,UPI,1,7,33.1,3,8,Yes
CUST015915,40,Female,Bangalore,58,168,3363.99,506641.28,1,Credit Card,1,8,25.7,2,10,No
CUST015916,44,Male,Ahmedabad,61,169,3156.97,497588.54,1,Debit Card,1,5,44.7,1,11,No
CUST015917,18,Female,Hyderabad,53,116,923.3,106765.06,13,UPI,1,7,31.8,1,4,No
CUST015918,37,Female,Bangalore,5,12,3172.25,35616.52,34,Debit Card,0,5,85.1,1,1,No
CUST015919,30,Female,Hyderabad,4,9,1091.49,10522.15,44,Net Banking,1,7,17.4,4,1,Yes
CUST015920,30,Male,Bangalore,4,5,3746.18,18361.01,105,Credit Card,0,4,19.6,1,0,Yes
CUST015921,39,Female,Delhi,22,17,3476.43,59753.52,222,UPI,0,7,49.5,1,2,No
CUST015922,31,Female,Bangalore,1,2,859.92,1896.06,39,Credit Card,0,10,1.1,0,0,Yes
CUST015923,54,Female,Bangalore,9,16,736.42,11966.66,2,UPI,0,7,14.4,2,0,No
CUST015924,52,Male,Ahmedabad,54,84,958.6,77883.6,22,Net Banking,0,2,32.2,2,8,No
CUST015925,52,Female,Ahmedabad,9,5,2241.51,10401.66,27,Credit Card,0,7,19.2,0,0,No
CUST015926,32,Female,Delhi,7,8,3966.99,30145.19,50,Credit Card,1,7,78.1,3,0,No
CUST015927,26,Male,Mumbai,7,6,4557.54,22305.25,1,Net Banking,1,4,3.8,2,1,No
CUST015928,38,Female,Delhi,24,37,977.12,40819.29,19,Net Banking,1,10,37.1,3,0,No
CUST015929,36,Male,Kolkata,84,245,1146.52,225697.11,109,Debit Card,1,6,26.6,1,82,No
CUST015930,30,Male,Mumbai,2,2,564.91,1006.06,16,Debit Card,1,7,7.1,0,0,Yes
CUST015931,23,Female,Chennai,10,6,2455.38,14797.78,10,Wallet,1,6,51.3,2,0,No
CUST015932,37,Male,Mumbai,2,1,1670.97,1528.52,19,UPI,1,3,45.2,2,0,Yes
CUST015933,33,Female,Bangalore,57,74,1470.81,92189.86,45,Debit Card,1,6,53.5,2,0,No
CUST015934,46,Male,Bangalore,1,1,1214.3,1312.45,80,Credit Card,1,4,9.8,4,0,Yes
CUST015935,45,Male,Hyderabad,3,3,2356.43,7725.46,61,Credit Card,1,3,30.6,0,0,Yes
CUST015936,51,Female,Chennai,21,40,1019.43,47972.96,232,Wallet,1,8,13.7,2,0,Yes
CUST015937,22,Male,Bangalore,24,44,1986.11,85892.4,43,Credit Card,1,9,27.5,1,1,No
CUST015938,42,Male,Chennai,20,30,1176.64,35692.8,38,Debit Card,0,4,0.2,1,1,No
CUST015939,29,Male,Hyderabad,36,47,2473.03,128407.56,33,Debit Card,0,5,72.3,0,8,No
CUST015940,23,Female,Hyderabad,28,81,2982.03,210258.37,20,Debit Card,1,6,7.0,3,6,No
CUST015941,32,Male,Kolkata,4,2,1726.31,3710.15,8,UPI,0,8,10.6,0,0,No
CUST015942,50,Female,Mumbai,12,19,739.9,11786.72,3,Net Banking,1,1,11.0,1,0,No
CUST015943,33,Female,Ahmedabad,1,2,2860.64,4697.97,9,Debit Card,1,6,110.9,1,0,No
CUST015944,56,Male,Hyderabad,34,52,2508.99,127972.15,64,Wallet,0,7,16.7,0,24,No
CUST015945,44,Female,Delhi,31,50,2184.78,93769.86,26,Wallet,1,5,57.4,0,6,Yes
CUST015946,33,Female,Bangalore,45,55,2395.12,156932.74,16,Credit Card,1,6,83.8,1,17,Yes
CUST015947,51,Female,Delhi,1,1,2390.13,2668.92,22,Debit Card,1,4,1.2,3,0,No
CUST015948,43,Female,Hyderabad,6,7,2707.63,17733.4,64,UPI,0,4,18.9,1,2,Yes
CUST015949,26,Female,Ahmedabad,43,104,1170.44,103682.02,21,UPI,1,5,19.5,2,3,No
CUST015950,60,Male,Kolkata,3,7,1306.44,7333.12,8,Wallet,0,8,1.5,1,1,No
CUST015951,41,Male,Kolkata,36,67,1739.93,109638.4,13,Net Banking,1,2,8.7,4,6,No
CUST015952,38,Female,Bangalore,57,114,1413.58,139006.99,3,Debit Card,1,7,13.6,3,12,Yes
CUST015953,27,Male,Bangalore,50,59,2847.84,187925.15,124,UPI,0,10,5.3,0,3,Yes
CUST015954,52,Female,Delhi,47,89,1181.25,119703.08,20,Credit Card,1,9,21.6,1,5,No
CUST015955,44,Male,Bangalore,7,4,10408.52,46407.37,29,Debit Card,0,8,29.9,2,0,No
CUST015956,45,Male,Chennai,19,32,2243.62,79895.21,2,UPI,0,7,21.7,1,2,No
CUST015957,31,Male,Pune,16,35,1352.86,39118.46,212,Debit Card,1,6,21.9,3,3,No
CUST015958,48,Female,Mumbai,1,1,1346.64,1301.86,6,Wallet,1,10,34.4,0,0,No
CUST015959,48,Female,Ahmedabad,1,2,1444.7,2767.13,9,Debit Card,0,7,50.9,2,0,Yes
CUST015960,29,Female,Delhi,70,185,2553.79,418432.99,25,Debit Card,1,4,24.1,3,10,No
CUST015961,20,Male,Delhi,4,9,577.34,6097.01,21,Wallet,0,6,58.6,2,0,No
CUST015962,44,Female,Bangalore,63,76,544.5,45953.51,6,UPI,0,7,3.1,4,4,Yes
CUST015963,19,Female,Hyderabad,35,78,2914.96,207915.69,11,Credit Card,0,4,33.1,1,7,Yes
CUST015964,39,Female,Chennai,10,21,1780.22,42303.09,42,UPI,0,5,12.7,0,2,Yes
CUST015965,32,Male,Delhi,5,9,1700.74,12843.58,38,Debit Card,1,10,12.2,1,1,No
CUST015966,52,Male,Ahmedabad,9,22,2154.78,43006.37,73,UPI,0,6,2.5,0,4,No
CUST015967,33,Male,Chennai,84,90,1785.74,172500.61,114,Credit Card,0,5,10.9,0,26,No
CUST015968,51,Female,Pune,6,6,2498.92,17896.01,18,Debit Card,1,9,142.9,1,0,Yes
CUST015969,31,Male,Kolkata,50,144,785.49,92299.67,54,Debit Card,0,10,68.2,1,4,Yes
CUST015970,49,Male,Bangalore,2,1,1272.72,1213.38,144,Wallet,0,8,6.1,0,0,No
CUST015971,62,Female,Delhi,1,2,2007.78,3366.8,2,Credit Card,0,6,81.9,0,0,No
CUST015972,25,Female,Hyderabad,20,20,1070.75,18904.31,1,Wallet,0,9,29.9,2,3,No
CUST015973,41,Female,Delhi,4,6,1898.96,11440.37,12,Debit Card,1,2,48.6,3,0,No
CUST015974,70,Male,Bangalore,21,15,2156.03,36361.05,117,UPI,1,9,41.8,4,3,No
CUST015975,38,Female,Mumbai,1,1,1121.84,911.22,22,Credit Card,1,3,130.8,2,0,No
CUST015976,38,Female,Pune,42,29,525.27,15859.89,12,Wallet,1,4,13.2,1,2,No
CUST015977,47,Male,Pune,44,123,2743.94,306905.83,90,Debit Card,0,6,5.5,0,12,No
CUST015978,38,Male,Hyderabad,12,14,3995.31,45238.9,23,Credit Card,0,6,26.2,2,2,No
CUST015979,18,Female,Bangalore,36,29,3332.02,95483.41,111,Net Banking,0,4,33.0,1,0,No
CUST015980,51,Female,Ahmedabad,20,33,393.83,13948.33,18,Debit Card,0,8,49.1,0,2,No
CUST015981,18,Female,Bangalore,12,30,1991.67,70458.64,5,UPI,1,3,2.2,1,1,No
CUST015982,32,Male,Chennai,37,82,3444.44,252776.05,13,Credit Card,1,9,45.0,1,2,No
CUST015983,52,Female,Mumbai,29,17,4460.51,75731.27,9,Net Banking,1,9,77.8,2,4,Yes
CUST015984,33,Male,Mumbai,1,1,676.49,665.54,23,Credit Card,0,2,10.0,0,0,Yes
CUST015985,29,Female,Ahmedabad,8,7,2052.8,14689.6,3,Debit Card,0,7,23.8,3,0,No
CUST015986,48,Female,Hyderabad,30,15,733.51,12301.2,112,Credit Card,1,4,37.3,2,1,Yes
CUST015987,27,Male,Mumbai,55,93,749.94,64243.91,187,Wallet,0,7,63.5,2,0,Yes
CUST015988,23,Female,Hyderabad,73,122,2313.58,297447.46,17,Credit Card,1,7,10.5,1,1,No
